x,y,velocity,curvature
34.87416413173595,30.856920853304096,1.3,0.0007010389407118054
36.96523250360086,32.57120401530691,1.4000000000000001,0.0010442923980458194
39.072470938054124,34.285488007274,1.5000000000000002,0.00137323628728245
41.19587944679384,35.99977280096367,1.6,0.0013543771789948041
43.3354580413836,37.71405836845894,1.7000000000000002,0.001335807101309645
45.491206733252504,39.42834468216754,1.8000000000000003,0.0013175219743250003
47.663125533695144,41.14263171482189,1.9000000000000004,0.0012995177386305062
49.85121445387163,42.85691943947911,2.0000000000000004,0.0012817903575702823
52.05547350480756,44.57120782952102,2.1000000000000005,0.001264335819349358
54.27590269739405,46.28549685865416,2.2000000000000006,0.0012471501389876413
56.51250204238773,47.99978650090976,2.3000000000000007,0.0012302293601311452
58.765271550410716,49.71407673064374,2.400000000000001,0.001213569556727666
61.03421123195063,51.42836752253674,2.500000000000001,0.00119716683456928
63.3193210973606,53.142658851594085,2.500000000000001,0.0011810173327143007
65.62060115685924,54.85695069314582,2.500000000000001,0.001165117224788236
67.93805142053073,56.57124302284667,2.500000000000001,0.00114946272017043
70.2716718983247,58.285535816676095,2.500000000000001,0.010631243864636791
72.62146260005628,59.99982905093822,2.500000000000001,0.100999334989682
73.18741413643352,59.99985967910339,2.500000000000001,1.3379283525464811
73.75336608695117,59.99988930744511,2.500000000000001,3.086071853277462e-06
74.3193184469019,59.99991794732796,2.500000000000001,3.050583942201281e-06
74.88527121157833,59.999945610116484,2.500000000000001,3.0150962594510343e-06
75.45122437627313,59.999972307175234,2.500000000000001,2.979608791275985e-06
76.01717793627897,59.999998049868786,2.500000000000001,2.9441215572043485e-06
76.58313188688845,60.000022849561674,2.500000000000001,2.9086345379464655e-06
77.14908622339425,60.000046717618474,2.500000000000001,2.8731477419381465e-06
77.71504094108899,60.00006966540373,2.500000000000001,2.8376611665240922e-06
78.28099603526533,60.000091704282,2.500000000000001,2.802174786864925e-06
78.84695150121593,60.000112845617835,2.500000000000001,2.7666886113972555e-06
79.41290733423341,60.00013310077581,2.500000000000001,2.7312026651950946e-06
79.97886352961044,60.00015248112047,2.500000000000001,2.695716928966193e-06
80.54482008263963,60.00017099801637,2.500000000000001,2.660231377872015e-06
81.11077698861368,60.000188662828066,2.500000000000001,2.6247460203481853e-06
81.67673424282519,60.000205486920116,2.500000000000001,2.589260864831599e-06
82.24269184056685,60.00022148165708,2.500000000000001,2.553775903120125e-06
82.80864977713128,60.00023665840351,2.500000000000001,2.5182911381047377e-06
83.37460804781112,60.00025102852397,2.500000000000001,2.4828065671307806e-06
83.94056664789903,60.000264603383,2.500000000000001,2.4473221764505485e-06
84.50652557268765,60.000277394345176,2.500000000000001,2.411837963409021e-06
85.07248481746961,60.00028941277503,2.500000000000001,2.376353919805499e-06
85.63844437753758,60.00030067003715,2.500000000000001,2.340870065167496e-06
86.2044042481842,60.00031117749607,2.500000000000001,2.3053863968380876e-06
86.77036442470217,60.00032094651636,2.500000000000001,2.2699028955244084e-06
87.33632490238405,60.00032998846257,2.500000000000001,2.2344195585732945e-06
87.90228567652251,60.00033831469925,2.500000000000001,2.1989363888746243e-06
88.46824674241022,60.00034593659097,2.500000000000001,2.1634534004086486e-06
89.0342080953398,60.00035286550227,2.500000000000001,2.1279705627919495e-06
89.60016973060392,60.00035911279771,2.500000000000001,2.0924878567324115e-06
90.16613164349522,60.00036468984186,2.500000000000001,2.0570053239393353e-06
90.73209382930635,60.000369607999275,2.500000000000001,2.0215229673030926e-06
91.29805628332993,60.000373878634505,2.500000000000001,1.9860407564402303e-06
91.86401900085863,60.000377513112106,2.500000000000001,1.9505586886944904e-06
92.42998197718512,60.00038052279663,2.500000000000001,1.915076755864604e-06
92.99594520760202,60.00038291905264,2.500000000000001,1.8795949663871406e-06
93.56190868740194,60.0003847132447,2.500000000000001,1.8441133453341694e-06
94.1278724118776,60.00038591673735,2.500000000000001,1.8086318401392317e-06
94.69383637632158,60.00038654089514,2.500000000000001,1.7731504536927313e-06
95.25980057602658,60.00038659708267,2.500000000000001,1.7376692277037503e-06
95.82576500628521,60.00038609666444,2.500000000000001,1.7021881206974413e-06
96.39172966239013,60.000385051005054,2.500000000000001,1.6667071522005492e-06
96.957694539634,60.00038347146904,2.500000000000001,1.6312262973751265e-06
97.52365963330945,60.00038136942096,2.500000000000001,1.595745553565395e-06
98.08962493870912,60.00037875622539,2.500000000000001,1.5602649680260461e-06
98.65559045112569,60.00037564324685,2.500000000000001,1.524784466008899e-06
99.22155616585175,60.000372041849914,2.500000000000001,1.4893040670403125e-06
99.78752207818,60.00036796339916,2.500000000000001,1.453823812829379e-06
100.35348818340306,60.00036341925911,2.500000000000001,1.418343650810347e-06
100.9194544768136,60.00035842079434,2.500000000000001,1.3828635894187884e-06
101.48542095370422,60.00035297936941,2.500000000000001,1.3473836426351144e-06
102.0513876093676,60.00034710634887,2.500000000000001,1.3119038022580934e-06
102.61735443909639,60.000340813097274,2.500000000000001,1.2764240600869081e-06
103.18332143818321,60.000334110979175,2.500000000000001,1.2409443968289833e-06
103.74928860192077,60.00032701135913,2.500000000000001,1.2054648320108097e-06
104.31525592560162,60.00031952560171,2.500000000000001,1.1699853629760645e-06
104.88122340451851,60.00031166507145,2.500000000000001,1.134505970433523e-06
105.447191033964,60.00030344113293,2.500000000000001,1.0990266683633377e-06
106.01315880923077,60.000294865150686,2.500000000000001,1.0635474541088395e-06
106.57912672561147,60.00028594848929,2.500000000000001,1.0280683250155923e-06
107.14509477839876,60.00027670251329,2.500000000000001,9.925892673364575e-07
107.71106296288525,60.00026713858724,2.500000000000001,9.571102728695345e-07
108.27703127436362,60.0002572680757,2.500000000000001,9.216313500506381e-07
108.84299970812651,60.00024710234323,2.500000000000001,8.861525073150918e-07
109.40896825946656,60.00023665275439,2.500000000000001,8.506737309157879e-07
109.97493692367642,60.00022593067372,2.500000000000001,8.151950126514052e-07
110.54090569604872,60.0002149474658,2.500000000000001,7.797163720477744e-07
111.10687457187613,60.000203714495164,2.500000000000001,7.442377787220423e-07
111.67284354645129,60.00019224312637,2.500000000000001,7.087592189274054e-07
112.23881261506683,60.00018054472399,2.500000000000001,6.732807288259961e-07
112.80478177301542,60.000168630652574,2.500000000000001,6.378023002173343e-07
113.3707510155897,60.000156512276675,2.500000000000001,6.023239138086094e-07
113.9367203380823,60.000144200960854,2.500000000000001,5.668455724887178e-07
114.50268973578589,60.00013170806966,2.500000000000001,5.313672625122303e-07
115.0686592039931,60.000119044967654,2.500000000000001,4.958889923139016e-07
115.6346287379966,60.0001062230194,2.500000000000001,4.604107703281181e-07
